260 0.00
270 0.021875
280 0.066250
290 0.556875
300 2.659375
310 7.841875
320 12.485625
330 17.196250
340 20.451875
350 22.657500
360 23.621875
370 24.713750
380 24.901250
390 25.450625
400 25.595000
410 25.871250
420 25.636875
430 24.768125
440 23.817500
450 22.826250
460 21.700625
470 20.233125
480 19.012500
490 17.967500
500 17.194375
510 16.143750
520 14.116875
530 11.280625
540 9.146250
550 7.829375
560 6.916250
570 6.046250
580 5.216250
590 4.348125
600 3.543750
610 2.783750
620 2.079375
630 1.408125
640 0.967500
650 0.627500
660 0.375625
670 0.213125
680 0.116250
690 0.058750
700 0.028750
710 0.012500
720 0.003750

