287.5	1.782178218
292.3780488	1.782178218
296.3414634	1.782178218
301.2195122	1.584158416
304.8780488	1.386138614
310.0609756	1.782178218
315.5487805	1.782178218
320.4268293	1.386138614
323.4756098	1.188118812
326.5243902	1.584158416
329.8780488	0.396039604
333.2317073	2.178217822
335.9756098	0.594059406
338.1097561	2.178217822
340.8536585	0.792079208
343.2926829	1.782178218
346.0365854	-0.198019802
347.5609756	1.386138614
349.3902439	0.396039604
352.4390244	2.574257426
353.9634146	1.386138614
355.7926829	2.178217822
357.3170732	1.782178218
358.8414634	2.97029703
360.3658537	1.584158416
361.8902439	3.366336634
365.5487805	1.782178218
368.2926829	3.564356436
371.3414634	0.792079208
373.4756098	3.564356436
375.304878	1.188118812
375.9146341	2.574257426
378.0487805	0.396039604
378.9634146	2.178217822
379.8780488	1.188118812
382.0121951	2.97029703
384.7560976	-1.42E-14
386.2804878	0.594059406
389.0243902	2.97029703
391.1585366	1.386138614
392.9878049	1.98019802
394.2073171	0.792079208
395.1219512	2.178217822
397.2560976	4.356435644
397.2560976	6.930693069
398.1707317	9.504950495
398.1707317	11.88118812
398.7804878	14.05940594
400	14.65346535
400.9146341	16.63366337
401.5243902	19.20792079
401.5243902	20.79207921
403.0487805	22.17821782
403.9634146	23.96039604
404.5731707	26.53465347
404.8780488	29.10891089
405.7926829	32.47524752
407.0121951	35.04950495
407.3170732	37.82178218
407.9268293	40.3960396
408.2317073	43.36633663
408.5365854	46.13861386
408.8414634	48.91089109
409.4512195	52.27722772
410.0609756	55.84158416
410.9756098	58.81188119
411.5853659	61.78217822
412.195122	64.55445545
412.5	67.12871287
413.1097561	70.69306931
413.7195122	73.26732673
414.3292683	76.23762376
414.9390244	79.00990099
415.2439024	81.58415842
415.5487805	85.34653465
416.1585366	90.0990099
417.3780488	93.46534653
418.2926829	96.03960396
418.902439	100.1980198
420.1219512	99.6039604
420.4268293	101.5841584
422.2560976	103.3663366
422.8658537	101.1881188
424.3902439	99.6039604
425.304878	97.22772277
425.9146341	95.64356436
426.8292683	93.86138614
427.7439024	93.06930693
428.6585366	90.0990099
429.5731707	88.11881188
430.7926829	86.13861386
432.0121951	82.97029703
433.2317073	82.17821782
433.5365854	79.8019802
434.1463415	77.22772277
434.7560976	74.45544554
435.6707317	70.4950495
437.195122	71.28712871
437.804878	70.0990099
438.1097561	68.11881188
439.0243902	65.94059406
440.2439024	63.36633663
441.4634146	64.75247525
442.3780488	62.97029703
443.597561	60
445.1219512	61.38613861
446.9512195	60.59405941
449.0853659	56.83168317
450	58.01980198
450.9146341	56.43564356
452.1341463	54.25742574
453.9634146	50.69306931
455.1829268	51.28712871
456.402439	49.9009901
456.7073171	47.92079208
457.6219512	45.34653465
459.4512195	42.17821782
460.9756098	42.77227723
461.2804878	40.59405941
462.195122	38.61386139
463.4146341	35.84158416
464.6341463	32.87128713
466.4634146	28.51485149
469.8170732	26.93069307
473.1707317	26.13861386
475.304878	22.57425743
476.5243902	23.16831683
478.0487805	21.38613861
480.7926829	20.1980198
482.6219512	20.59405941
483.8414634	19.00990099
485.3658537	17.22772277
486.8902439	16.83168317
489.3292683	15.64356436
490.8536585	14.05940594
492.6829268	12.27722772
495.1219512	11.88118812
497.2560976	10.0990099
500.9146341	9.108910891
502.7439024	7.920792079
504.2682927	7.920792079
507.0121951	6.534653465
509.7560976	7.128712871
513.7195122	5.742574257
517.0731707	5.940594059
520.1219512	5.148514851
523.1707317	4.95049505
525.6097561	3.564356436
529.8780488	3.564356436
532.3170732	3.762376238
537.195122	2.97029703
540.2439024	3.366336634
542.0731707	2.772277228
544.5121951	3.366336634
546.6463415	2.376237624
549.0853659	3.168316832
